,edgeid,coords
3719,"(7995297575, 7995297575)","[(1.6869867, 41.3446571), (1.6872571, 41.3445883), (1.6873415, 41.3447583), (1.6870631, 41.3448325), (1.6869867, 41.3446571)]"
3720,"(7995297581, 8227534597)",
3721,"(7995297581, 7995297581)","[(1.6877961, 41.3448594), (1.6877044, 41.3446908), (1.6874592, 41.3447731), (1.6875724, 41.3449485), (1.6877961, 41.3448594)]"
3722,"(7995297581, 7995297581)","[(1.6877961, 41.3448594), (1.6875724, 41.3449485), (1.6874592, 41.3447731), (1.6877044, 41.3446908), (1.6877961, 41.3448594)]"
3723,"(7995324948, 1653464926)",
3724,"(7995324948, 7995324949)",
3725,"(7995324948, 440669470)","[(1.7081709, 41.3469464), (1.7082165, 41.3470006), (1.7082941, 41.3470946), (1.7083394, 41.3471494)]"
3726,"(7995324949, 7995324948)",
3727,"(7995324949, 1653465157)",
3728,"(7995324949, 3190917751)","[(1.7076225, 41.3472191), (1.7077558, 41.3472501), (1.7080556, 41.3473117)]"
3729,"(7995324963, 2803211527)","[(1.7012062, 41.3524358), (1.7012021, 41.3524312), (1.7011137, 41.3521152)]"
3730,"(7995324963, 395310345)","[(1.7012062, 41.3524358), (1.701326, 41.3525684), (1.7015897, 41.352841)]"
3731,"(7995324963, 7995324963)","[(1.7012062, 41.3524358), (1.7011486, 41.3521312), (1.700978, 41.3521885), (1.701097, 41.3526673), (1.7011307, 41.3527566), (1.7011913, 41.3528797), (1.701344, 41.3529168), (1.7015978, 41.3527903), (1.7012062, 41.3524358)]"
3732,"(7995324963, 7995324963)","[(1.7012062, 41.3524358), (1.7015978, 41.3527903), (1.701344, 41.3529168), (1.7011913, 41.3528797), (1.7011307, 41.3527566), (1.701097, 41.3526673), (1.700978, 41.3521885), (1.7011486, 41.3521312), (1.7012062, 41.3524358)]"
3733,"(8050158187, 2183332332)","[(1.7266883, 41.3400974), (1.726589, 41.3401415), (1.7264844, 41.3401938), (1.7263714, 41.3402239)]"
3734,"(8050158187, 2183332297)","[(1.7266883, 41.3400974), (1.726707, 41.3400891), (1.7270368, 41.3399965), (1.7273747, 41.3398938), (1.7277744, 41.3398132), (1.7280828, 41.3397226), (1.728343, 41.3396501), (1.7285334, 41.3395434), (1.7286809, 41.3394024), (1.7288419, 41.3392151), (1.7289866, 41.3390821), (1.7290672, 41.3390359), (1.7291557, 41.3390198), (1.7292603, 41.3390319), (1.729432, 41.3390701), (1.7297377, 41.3391084), (1.7300247, 41.3391426), (1.7301882, 41.3391465)]"
3735,"(8059743849, 2201745251)","[(1.6930337, 41.3654137), (1.6929575, 41.3655253), (1.6926401, 41.3660423)]"
3736,"(8059743849, 2201745126)","[(1.6930337, 41.3654137), (1.693567, 41.3646329), (1.6941776, 41.3637294), (1.6947792, 41.3628201), (1.6951335, 41.3623074), (1.6953355, 41.3620472), (1.6953843, 41.3619919), (1.6956957, 41.3616968), (1.6962655, 41.3612746), (1.6963658, 41.3611915)]"
3737,"(8059743849, 2201745182)","[(1.6930337, 41.3654137), (1.6917129, 41.3645054), (1.6911464, 41.3635354), (1.6905148, 41.3632644)]"
3738,"(8059743850, 2201745317)","[(1.7064114, 41.3686334), (1.7065421, 41.3685619), (1.7072215, 41.3682654), (1.7077533, 41.3681533), (1.7082779, 41.3680604), (1.7087441, 41.3680084), (1.7091721, 41.3678786), (1.7099359, 41.3675836)]"
3739,"(8059743850, 2201745402)","[(1.7064114, 41.3686334), (1.7060794, 41.3688149), (1.7056067, 41.3691145), (1.7054264, 41.369273), (1.7050838, 41.3695368), (1.704776, 41.369763), (1.7045365, 41.3698945), (1.7041346, 41.3700655)]"
3740,"(8059743850, 8059743852)","[(1.7064114, 41.3686334), (1.7051504, 41.3671894), (1.7081086, 41.365718)]"
3741,"(8059743852, 2201745215)","[(1.7081086, 41.365718), (1.7078612, 41.3655613), (1.7073931, 41.3652948), (1.706732, 41.3649366), (1.7063385, 41.3647562), (1.7060855, 41.3646659)]"
3742,"(8059743852, 2201745280)","[(1.7081086, 41.365718), (1.7082929, 41.3658347), (1.7087261, 41.3661549), (1.7090713, 41.3664584), (1.7095323, 41.366702), (1.709705, 41.366722)]"
3743,"(8059743852, 8059743850)","[(1.7081086, 41.365718), (1.7051504, 41.3671894), (1.7064114, 41.3686334)]"
3744,"(8128870287, 2197678932)","[(1.7153761, 41.3563489), (1.7152662, 41.3562773), (1.7150886, 41.3562592), (1.7149332, 41.356289), (1.7147318, 41.3563513), (1.7145817, 41.3563802), (1.7144941, 41.3563754), (1.7144251, 41.3563637), (1.7143012, 41.3563331), (1.7141423, 41.3562427), (1.7139507, 41.3561032), (1.7135511, 41.3557752), (1.7129922, 41.3552758)]"
3745,"(8128870291, 1805418195)","[(1.7121059, 41.3622756), (1.7122183, 41.3623907), (1.7125139, 41.3626801), (1.712744, 41.3629054), (1.7133594, 41.3634855)]"
3746,"(8128870291, 2202285562)","[(1.7121059, 41.3622756), (1.711943, 41.3621088), (1.7116646, 41.3618071), (1.7113913, 41.3615107)]"
3747,"(8128870291, 2202285387)","[(1.7121059, 41.3622756), (1.7135538, 41.3612178), (1.711822, 41.3597812), (1.7123507, 41.3594665), (1.7124641, 41.3578439), (1.7124514, 41.3573927), (1.7123804, 41.3568267), (1.7123257, 41.3564822), (1.7122565, 41.3561719), (1.7122092, 41.3557631), (1.7121327, 41.3554186)]"
3748,"(8128870292, 2099886779)","[(1.6845257, 41.3563493), (1.6846116, 41.3562938), (1.6851058, 41.3559388), (1.6856213, 41.355494), (1.6858795, 41.3552846), (1.68604, 41.3551316), (1.6861315, 41.3550592), (1.686382, 41.3548641), (1.6866284, 41.3546323), (1.6871864, 41.3542291), (1.6875983, 41.3539203), (1.6879517, 41.3536271), (1.6886133, 41.3531503), (1.6887315, 41.3530857), (1.6888233, 41.3530547), (1.6888971, 41.3530385), (1.6890414, 41.3530242), (1.6891653, 41.3530251), (1.689528, 41.3530361), (1.6897187, 41.3530307), (1.689946, 41.3530166), (1.6901997, 41.3530147), (1.6905033, 41.3530317), (1.6908029, 41.3530686), (1.6909248, 41.3530961), (1.6910447, 41.3531404)]"
3749,"(8128870292, 2099886831)","[(1.6845257, 41.3563493), (1.6843091, 41.3564895), (1.6841975, 41.3565683), (1.684027, 41.3567127), (1.6839859, 41.3567328), (1.6839368, 41.3567811), (1.6838815, 41.3568455), (1.6838191, 41.3568776), (1.683764, 41.3568996), (1.6836351, 41.3569999), (1.6835076, 41.3570986), (1.6833788, 41.3571611)]"
3750,"(8128870292, 8128870298)","[(1.6845257, 41.3563493), (1.684624, 41.3566889), (1.6851527, 41.3570583), (1.6854261, 41.3571951), (1.6857178, 41.3570173), (1.6867751, 41.357934), (1.6874971, 41.358495)]"
3751,"(8128870298, 7146155381)","[(1.6874971, 41.358495), (1.6874247, 41.3585706), (1.6872268, 41.3587763), (1.6871386, 41.3589066), (1.6868436, 41.3592892), (1.6866047, 41.3596579), (1.6865154, 41.3597582), (1.686377, 41.3598953), (1.6861264, 41.3601262)]"
3752,"(8128870298, 2334721838)","[(1.6874971, 41.358495), (1.6878746, 41.3581009), (1.6879568, 41.3580174)]"
3753,"(8128870298, 8128870292)","[(1.6874971, 41.358495), (1.6867751, 41.357934), (1.6857178, 41.3570173), (1.6854261, 41.3571951), (1.6851527, 41.3570583), (1.684624, 41.3566889), (1.6845257, 41.3563493)]"
3754,"(8146575934, 2197678817)","[(1.7011122, 41.3529047), (1.701058, 41.3527409), (1.7010388, 41.3526541)]"
3755,"(8146575934, 8146575936)","[(1.7011122, 41.3529047), (1.701139, 41.3528926), (1.7011697, 41.3528879), (1.7012007, 41.3528909), (1.7012287, 41.3529015), (1.7012505, 41.3529183), (1.7012638, 41.3529396), (1.7012669, 41.352963)]"
3756,"(8146575934, 8146575935)","[(1.7011122, 41.3529047), (1.7010942, 41.3529201), (1.7010829, 41.3529386), (1.7010791, 41.3529589), (1.7010833, 41.3529791), (1.7010949, 41.3529975), (1.7011132, 41.3530127), (1.7011364, 41.3530233)]"
3757,"(8146575935, 386583582)","[(1.7011364, 41.3530233), (1.7010642, 41.3531513), (1.7009808, 41.3533829), (1.7009027, 41.3536224)]"
3758,"(8146575935, 8146575934)","[(1.7011364, 41.3530233), (1.7011132, 41.3530127), (1.7010949, 41.3529975), (1.7010833, 41.3529791), (1.7010791, 41.3529589), (1.7010829, 41.3529386), (1.7010942, 41.3529201), (1.7011122, 41.3529047)]"
3759,"(8146575935, 8146575936)","[(1.7011364, 41.3530233), (1.7011653, 41.3530287), (1.7011949, 41.353027), (1.7012224, 41.3530185), (1.701245, 41.3530039), (1.7012603, 41.3529848), (1.7012669, 41.352963)]"
3760,"(8146575936, 395310345)","[(1.7012669, 41.352963), (1.7013025, 41.3529594), (1.7013863, 41.3529327), (1.7015897, 41.352841)]"
3761,"(8146575936, 8146575935)","[(1.7012669, 41.352963), (1.7012603, 41.3529848), (1.701245, 41.3530039), (1.7012224, 41.3530185), (1.7011949, 41.353027), (1.7011653, 41.3530287), (1.7011364, 41.3530233)]"
3762,"(8146575936, 8146575934)","[(1.7012669, 41.352963), (1.7012638, 41.3529396), (1.7012505, 41.3529183), (1.7012287, 41.3529015), (1.7012007, 41.3528909), (1.7011697, 41.3528879), (1.701139, 41.3528926), (1.7011122, 41.3529047)]"
3763,"(8151643679, 2334721693)",
3764,"(8151643679, 2099886765)","[(1.6936094, 41.3518764), (1.6935943, 41.3519687), (1.6936033, 41.3520824), (1.6936324, 41.3521729), (1.6936622, 41.3522514), (1.6937205, 41.3523146)]"
3765,"(8151643679, 2099886733)","[(1.6936094, 41.3518764), (1.6933457, 41.3515453), (1.6927345, 41.3517508), (1.692251, 41.3506955)]"
3766,"(8151643685, 2197595200)","[(1.6979668, 41.3544538), (1.6985365, 41.3542281), (1.6986227, 41.3540211), (1.6989124, 41.3539523), (1.6999672, 41.353516), (1.7001157, 41.3534756), (1.7002104, 41.3534795), (1.7004273, 41.3535243)]"
3767,"(8151643685, 6229099444)","[(1.6979668, 41.3544538), (1.6979161, 41.3544739), (1.6971405, 41.3546809), (1.6968131, 41.3545774), (1.6963621, 41.3529381), (1.6955915, 41.351014)]"
3768,"(8151643685, 8151643687)","[(1.6979668, 41.3544538), (1.6980824, 41.3557211), (1.697896, 41.3563974)]"
3769,"(8151643687, 2099886829)","[(1.697896, 41.3563974), (1.699885, 41.3567907), (1.7005716, 41.356924)]"
3770,"(8151643687, 2099886811)","[(1.697896, 41.3563974), (1.6977881, 41.3563761), (1.6956917, 41.3559328), (1.6940582, 41.3555899)]"
3771,"(8151643687, 8151643685)","[(1.697896, 41.3563974), (1.6980824, 41.3557211), (1.6979668, 41.3544538)]"
3772,"(8178860163, 8178860166)","[(1.7186798, 41.3333153), (1.7187209, 41.333318), (1.718758, 41.3333153), (1.7187921, 41.3333016)]"
3773,"(8178860163, 2710503450)","[(1.7186798, 41.3333153), (1.718634, 41.3333012), (1.7185441, 41.3332501), (1.7184555, 41.3331828), (1.718408, 41.3331412), (1.7183372, 41.3330642), (1.7182275, 41.3328675), (1.7182196, 41.3327522)]"
3774,"(8178860166, 8178860163)","[(1.7187921, 41.3333016), (1.718758, 41.3333153), (1.7187209, 41.333318), (1.7186798, 41.3333153)]"
3775,"(8190551127, 2202285301)","[(1.7241201, 41.3522292), (1.7241242, 41.352204), (1.72415, 41.3521764), (1.7252436, 41.3514633), (1.7254987, 41.3512969)]"
3776,"(8190551127, 8190551134)","[(1.7241201, 41.3522292), (1.7240696, 41.352261), (1.7239956, 41.3523076), (1.723149, 41.3528279), (1.722654, 41.3531408), (1.7224274, 41.3532766), (1.7223247, 41.3533353), (1.7222851, 41.3533818), (1.7222485, 41.3535199)]"
3777,"(8190551134, 8190551127)","[(1.7222485, 41.3535199), (1.7222851, 41.3533818), (1.7223247, 41.3533353), (1.7224274, 41.3532766), (1.722654, 41.3531408), (1.723149, 41.3528279), (1.7239956, 41.3523076), (1.7240696, 41.352261), (1.7241201, 41.3522292)]"
3778,"(8227534596, 386583674)",
3779,"(8227534596, 7995297575)",
3780,"(8227534596, 386583640)","[(1.6866463, 41.3447331), (1.6867375, 41.3449603), (1.6868031, 41.3450642), (1.6869703, 41.3453299), (1.6871627, 41.3456231)]"
3781,"(8227534597, 7995297581)",
3782,"(8227534597, 386583633)","[(1.6881577, 41.3447151), (1.6880103, 41.3444452), (1.6879245, 41.3442008), (1.6878528, 41.3439325)]"
3783,"(8227534597, 8227534598)","[(1.6881577, 41.3447151), (1.6881953, 41.344784), (1.688315, 41.3449314), (1.6884683, 41.3450787), (1.6884887, 41.3450967)]"
3784,"(8227534598, 8227534597)","[(1.6884887, 41.3450967), (1.6884683, 41.3450787), (1.688315, 41.3449314), (1.6881953, 41.344784), (1.6881577, 41.3447151)]"
3785,"(8227534598, 2197593856)","[(1.6884887, 41.3450967), (1.6886215, 41.3452138), (1.6888612, 41.3454057)]"
3786,"(8227534598, 8227534599)","[(1.6884887, 41.3450967), (1.6887672, 41.3449429), (1.689005, 41.3448115)]"
3787,"(8227534599, 386583777)","[(1.689005, 41.3448115), (1.6889146, 41.3447144), (1.6887814, 41.3445392), (1.6886726, 41.3443671), (1.6885482, 41.3440625)]"
3788,"(8227534599, 386583766)","[(1.689005, 41.3448115), (1.689122, 41.3449053), (1.6891583, 41.3449306), (1.6892391, 41.3449869), (1.6892725, 41.3450078), (1.6894854, 41.345141)]"
3789,"(8227534599, 8227534598)","[(1.689005, 41.3448115), (1.6887672, 41.3449429), (1.6884887, 41.3450967)]"
3790,"(8227534603, 386507288)","[(1.6899144, 41.3446659), (1.6900933, 41.3447372), (1.6904897, 41.3448531), (1.6908283, 41.3448978)]"
3791,"(8227534603, 386583778)","[(1.6899144, 41.3446659), (1.6897516, 41.3445655), (1.6896044, 41.3444298), (1.6895015, 41.3443204), (1.6893444, 41.3440969)]"
3792,"(8227534603, 386583766)","[(1.6899144, 41.3446659), (1.6898722, 41.3447038), (1.6896801, 41.3449209), (1.6894854, 41.345141)]"
3793,"(8300872622, 9575850322)","[(1.709366, 41.3334946), (1.709445, 41.3335033), (1.7094939, 41.3335075), (1.7095443, 41.3335039), (1.7095948, 41.3334924), (1.7097741, 41.3334365), (1.7098502, 41.3334257)]"
3794,"(8333962798, 8333962799)",
3795,"(8333962799, 386507769)",
3796,"(8333962799, 8333962798)",
3797,"(8333962799, 8333962800)",
3798,"(8333962799, 386583689)",
3799,"(8333962800, 8333962799)",
3800,"(8333962800, 2197594015)",
3801,"(8333962800, 8333962801)",
3802,"(8333962800, 386507288)","[(1.690819, 41.3457806), (1.6908322, 41.3456364), (1.6908534, 41.3454039), (1.6908799, 41.3449965), (1.6908283, 41.3448978)]"
3803,"(8333962801, 8333962800)",
3804,"(8333962802, 2197594015)",
3805,"(8333962802, 1653464891)","[(1.6911097, 41.3458912), (1.6915683, 41.3458785), (1.6921058, 41.3457788), (1.6925301, 41.3456637), (1.6927686, 41.3455668)]"
3806,"(8333962802, 8333962806)","[(1.6911097, 41.3458912), (1.6911414, 41.3461782), (1.6914738, 41.3460771), (1.6922239, 41.3465643), (1.6924605, 41.3466039)]"
3807,"(8333962806, 489649094)","[(1.6924605, 41.3466039), (1.6927881, 41.3464368), (1.6934818, 41.3461151), (1.6936576, 41.3460656)]"
3808,"(8333962806, 2197594473)","[(1.6924605, 41.3466039), (1.6917666, 41.346958), (1.6916957, 41.3469911)]"
3809,"(8333962806, 8333962802)","[(1.6924605, 41.3466039), (1.6922239, 41.3465643), (1.6914738, 41.3460771), (1.6911414, 41.3461782), (1.6911097, 41.3458912)]"
3810,"(8495429318, 8495429318)","[(1.7018993, 41.3414231), (1.7018904, 41.3418766), (1.7018739, 41.3419707), (1.7018408, 41.3420038), (1.7018146, 41.3420172), (1.7017527, 41.3420317), (1.7016824, 41.3420276), (1.7016328, 41.3420069), (1.7015419, 41.3419231), (1.70144, 41.3416966), (1.701429, 41.3416036), (1.70144, 41.3415426), (1.7014896, 41.3414681), (1.7015419, 41.3414423), (1.7016135, 41.3414288), (1.7017017, 41.3414174), (1.7018993, 41.3414231)]"
3811,"(8495429318, 8495429318)","[(1.7018993, 41.3414231), (1.7017017, 41.3414174), (1.7016135, 41.3414288), (1.7015419, 41.3414423), (1.7014896, 41.3414681), (1.70144, 41.3415426), (1.701429, 41.3416036), (1.70144, 41.3416966), (1.7015419, 41.3419231), (1.7016328, 41.3420069), (1.7016824, 41.3420276), (1.7017527, 41.3420317), (1.7018146, 41.3420172), (1.7018408, 41.3420038), (1.7018739, 41.3419707), (1.7018904, 41.3418766), (1.7018993, 41.3414231)]"
3812,"(8495429318, 795816204)","[(1.7018993, 41.3414231), (1.7019992, 41.3413368), (1.7021951, 41.341177)]"
3813,"(8564619796, 395310339)",
3814,"(8564619796, 1653465676)","[(1.6994448, 41.3509624), (1.6989658, 41.3508461), (1.6985972, 41.350762)]"
3815,"(8564619796, 8564619800)","[(1.6994448, 41.3509624), (1.6994493, 41.3510051), (1.6994354, 41.3511738)]"
3816,"(8564619799, 395310339)","[(1.6996724, 41.3518556), (1.6997063, 41.3510626), (1.6997075, 41.3510262)]"
3817,"(8564619799, 386583582)","[(1.6996724, 41.3518556), (1.6996688, 41.3519396), (1.6995653, 41.352042), (1.6994855, 41.3521297), (1.6993993, 41.3523984), (1.6994214, 41.3526322), (1.6996556, 41.3527449), (1.6999229, 41.3530633), (1.7002211, 41.3533635), (1.7007424, 41.3535044), (1.7009027, 41.3536224)]"
3818,"(8564619799, 8564619808)","[(1.6996724, 41.3518556), (1.69938, 41.3518472), (1.6993876, 41.3517542)]"
3819,"(8564619800, 8564619802)",
3820,"(8564619800, 8564619801)",
3821,"(8564619800, 8564619796)","[(1.6994354, 41.3511738), (1.6994493, 41.3510051), (1.6994448, 41.3509624)]"
3822,"(8564619801, 8564619800)",
3823,"(8564619802, 8564619804)",
3824,"(8564619802, 8564619800)",
3825,"(8564619802, 8564619803)",
3826,"(8564619803, 8564619802)",
3827,"(8564619804, 8564619806)",
3828,"(8564619804, 8564619802)",
3829,"(8564619804, 8564619805)",
3830,"(8564619805, 8564619804)",
3831,"(8564619806, 8564619808)",
3832,"(8564619806, 8564619804)",
3833,"(8564619806, 8564619807)",
3834,"(8564619807, 8564619806)",
3835,"(8564619808, 8564619806)",
3836,"(8564619808, 8564619809)",
3837,"(8564619808, 8564619799)","[(1.6993876, 41.3517542), (1.69938, 41.3518472), (1.6996724, 41.3518556)]"
3838,"(8564619809, 8564619808)",
3839,"(8629900876, 7578501602)",
3840,"(8736543953, 8736543956)",
3841,"(8736543953, 8736543965)",
3842,"(8736543953, 8736543963)","[(1.7069412, 41.3429504), (1.7068442, 41.3427939), (1.706498, 41.3430242), (1.7065076, 41.3430754), (1.7064646, 41.3430971)]"
3843,"(8736543956, 8736543958)",
3844,"(8736543956, 8736543953)",
3845,"(8736543956, 8736543957)",
3846,"(8736543957, 8736543959)",
3847,"(8736543957, 8736543956)",
3848,"(8736543957, 8736543965)","[(1.7065965, 41.3432899), (1.7064884, 41.3431626), (1.7065295, 41.3431434)]"
3849,"(8736543958, 8736543956)",
3850,"(8736543958, 8736543959)",
3851,"(8736543958, 8736543959)","[(1.7071123, 41.3432181), (1.7071975, 41.3433515), (1.7068023, 41.3435322), (1.7067033, 41.3434157)]"
3852,"(8736543959, 8736543957)",
3853,"(8736543959, 8736543958)",
3854,"(8736543959, 8736543958)","[(1.7067033, 41.3434157), (1.7068023, 41.3435322), (1.7071975, 41.3433515), (1.7071123, 41.3432181)]"
3855,"(8736543963, 8736543965)",
3856,"(8736543963, 8736543964)",
3857,"(8736543963, 8736543953)","[(1.7064646, 41.3430971), (1.7065076, 41.3430754), (1.706498, 41.3430242), (1.7068442, 41.3427939), (1.7069412, 41.3429504)]"
3858,"(8736543964, 8736543963)",
3859,"(8736543964, 2203382881)","[(1.7063897, 41.3430436), (1.7063809, 41.3430504), (1.7062183, 41.3431568)]"
3860,"(8736543964, 2203382883)","[(1.7063897, 41.3430436), (1.7068927, 41.3426552), (1.7075447, 41.3421807), (1.708297, 41.3417417), (1.7087213, 41.3414409), (1.7091348, 41.341646), (1.7095774, 41.3418976), (1.7098961, 41.3422313), (1.7099358, 41.342264), (1.7099755, 41.3422782), (1.7101408, 41.3423003), (1.7103079, 41.3424101), (1.7103746, 41.3424945), (1.7104643, 41.3425735), (1.7104915, 41.3426357), (1.7105045, 41.3427058), (1.7104758, 41.3428464), (1.7104003, 41.3428958), (1.7104316, 41.3430736), (1.7105172, 41.3434032), (1.7106135, 41.3435066)]"
3861,"(8736543965, 8736543953)",
3862,"(8736543965, 8736543963)",
3863,"(8736543965, 8736543957)","[(1.7065295, 41.3431434), (1.7064884, 41.3431626), (1.7065965, 41.3432899)]"
3864,"(9144530057, 2202285387)","[(1.7129696, 41.3548461), (1.7129739, 41.3549511), (1.7129499, 41.355044), (1.7129124, 41.3550762), (1.7122405, 41.3554202), (1.7121327, 41.3554186)]"
3865,"(9144530057, 2202285351)","[(1.7129696, 41.3548461), (1.7129686, 41.3548203), (1.7129585, 41.3547031)]"
3866,"(9144530057, 7504399481)","[(1.7129696, 41.3548461), (1.7128374, 41.3548207), (1.7127206, 41.3547444), (1.7126975, 41.3546554), (1.7127268, 41.3545756), (1.7128238, 41.354416), (1.7127899, 41.3543015), (1.712773, 41.3541974), (1.712716, 41.3539384), (1.7126652, 41.3536262), (1.7126713, 41.353425), (1.7127576, 41.3531995), (1.7128901, 41.3529728), (1.7131042, 41.3527115), (1.7133646, 41.3523715), (1.7136018, 41.3520812), (1.7136757, 41.3519402), (1.7137327, 41.3517863), (1.7136927, 41.3516337), (1.713665, 41.3515551), (1.7135402, 41.3514591), (1.7134814, 41.3513246)]"
3867,"(9575803604, 1140065574)",
3868,"(9575803604, 367878876)","[(1.7091401, 41.3332135), (1.7091421, 41.33318), (1.7091549, 41.3331506), (1.7092707, 41.333012)]"
3869,"(9575803604, 9575850322)","[(1.7091401, 41.3332135), (1.7091495, 41.3331936), (1.7091647, 41.3331714), (1.7092032, 41.3331347), (1.709244, 41.3331094), (1.7093065, 41.333089), (1.7093577, 41.333077), (1.709413, 41.3330733), (1.7094562, 41.3330782), (1.7094931, 41.3330902), (1.7095219, 41.33311), (1.7095435, 41.3331323), (1.7096324, 41.3332832), (1.709658, 41.3333229), (1.7096916, 41.3333608), (1.7097253, 41.333389), (1.7097597, 41.3334065), (1.7097973, 41.3334179), (1.7098502, 41.3334257)]"
3870,"(9575850322, 9575803604)","[(1.7098502, 41.3334257), (1.7097973, 41.3334179), (1.7097597, 41.3334065), (1.7097253, 41.333389), (1.7096916, 41.3333608), (1.709658, 41.3333229), (1.7096324, 41.3332832), (1.7095435, 41.3331323), (1.7095219, 41.33311), (1.7094931, 41.3330902), (1.7094562, 41.3330782), (1.709413, 41.3330733), (1.7093577, 41.333077), (1.7093065, 41.333089), (1.709244, 41.3331094), (1.7092032, 41.3331347), (1.7091647, 41.3331714), (1.7091495, 41.3331936), (1.7091401, 41.3332135)]"
